CREATIVE,LINK,SPONSOR,CATEGORY,CATEGORY-STATE,L,MARKET,DISTRICT,MEDIA,AIRDATE,AIRTIME,DAYPART,STATION,AFFILIATE,PROGRAM,PROGRAM TYPE,EST. COST,AD TYPE,AFFILIATION,ELECTION,ISSUE,LEVEL,RACE,TONE,YEAR,NIELSENDMAID,MARKET-STATE
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","12:29:09","DAYTIME","WBTV","CBS","WBTV 3 NEWS AT 12 NOON","NEWSCAST (LOCAL ONLY)","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","15:53:22","DAYTIME","WBTV","CBS","QC@3","NEWS MAGAZINE","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","16:53:29","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 4PM","NEWSCAST (LOCAL ONLY)","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","19:53:18","PRIME ACCESS","WBTV","CBS","ON YOUR SIDE TONIGHT WIT","NEWS MAGAZINE","440","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","21:49:41","PRIME TIME","WBTV","CBS","FBI-CBS ","POLICE/SUSPENSE/MYSTERY","4890","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","23:48:51","LATE FRINGE","WBTV","CBS","LATE SHOW WITH STEPHEN C","TALK","780","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","08:53:52","EARLY MORNING","WBTV","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","360","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","10:59:30","DAYTIME","WBTV","CBS","LET'S MAKE A DEAL-CBS","GAME SHOW","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","15:41:32","DAYTIME","WBTV","CBS","QC@3","NEWS MAGAZINE","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","17:52:43","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","520","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","18:28:05","EARLY NEWS","WBTV","CBS","WBTV 3 NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","680","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","05:44:26","EARLY MORNING","WBTV","CBS","WBTV NEWS AT 5:30AM","NEWSCAST (LOCAL ONLY)","410","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","08:43:47","EARLY MORNING","WBTV","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","360","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","12:15:33","DAYTIME","WBTV","CBS","WBTV 3 NEWS AT 12 NOON","NEWSCAST (LOCAL ONLY)","360","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","08:41:41","EARLY MORNING","WBTV","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","360","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","16:43:24","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 4PM","NEWSCAST (LOCAL ONLY)","360","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","18:23:19","EARLY NEWS","WBTV","CBS","WBTV 3 NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","680","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","19:58:30","PRIME ACCESS","WBTV","CBS","ON YOUR SIDE TONIGHT WIT","NEWS MAGAZINE","410","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","22:35:21","PRIME TIME","WBTV","CBS","BLUE BLOODS-CBS","POLICE/SUSPENSE/MYSTERY","2290","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/11/2020","01:28:02","LATE FRINGE","WBTV","CBS","LATE LATE SHOW WITH JAME","TALK","240","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/12/2020","00:00:46","LATE FRINGE","WBTV","CBS","WORLD'S FUNNIEST WEATHER","SLICE-OF-LIFE","440","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/12/2020","06:20:36","EARLY MORNING","WBTV","CBS","WBTV NEWS 3 SUNDAY 6A","NEWSCAST (LOCAL ONLY)","210","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/01/2020","20:23:16","PRIME TIME","WCCB","CW","RIVERDALE-CW  ","DRAMA/ADVENTURE","1210","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","18:23:35","EARLY NEWS","WCCB","CW","MOM","SITUATION COMEDY","350","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","19:25:33","PRIME ACCESS","WCCB","CW","BLACK-ISH","SITUATION COMEDY","400","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","20:50:08","PRIME TIME","WCCB","CW","SUPERNATURAL-CW","DRAMA/ADVENTURE","1010","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","23:25:57","LATE FRINGE","WCCB","CW","MOM","SITUATION COMEDY","130","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","19:55:34","PRIME ACCESS","WCCB","CW","BLACK-ISH","SITUATION COMEDY","460","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","22:26:48","LATE NEWS","WCCB","CW","WCCB NEWS AT 10","NEWSCAST (LOCAL ONLY)","350","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","22:52:11","LATE NEWS","WCCB","CW","WCCB NEWS EDGE","NEWSCAST (LOCAL ONLY)","250","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/05/2020","22:23:37","LATE NEWS","WCCB","CW","WCCB NEWS AT 10","NEWSCAST (LOCAL ONLY)","300","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","18:28:14","EARLY NEWS","WCCB","CW","MOM","SITUATION COMEDY","350","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","19:29:21","PRIME ACCESS","WCCB","CW","BLACK-ISH","SITUATION COMEDY","400","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","22:23:08","LATE NEWS","WCCB","CW","WCCB NEWS AT 10","NEWSCAST (LOCAL ONLY)","350","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","22:55:33","LATE NEWS","WCCB","CW","WCCB NEWS EDGE","NEWSCAST (LOCAL ONLY)","250","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","23:14:08","LATE FRINGE","WCCB","CW","MOM","SITUATION COMEDY","130","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","19:59:15","PRIME ACCESS","WCCB","CW","BLACK-ISH","SITUATION COMEDY","460","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","22:28:57","LATE NEWS","WCCB","CW","WCCB NEWS AT 10","NEWSCAST (LOCAL ONLY)","350","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","22:56:13","LATE NEWS","WCCB","CW","WCCB NEWS EDGE","NEWSCAST (LOCAL ONLY)","250","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","22:50:53","LATE NEWS","WCCB","CW","WCCB NEWS EDGE","NEWSCAST (LOCAL ONLY)","250","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","23:23:04","LATE FRINGE","WCCB","CW","MOM","SITUATION COMEDY","130","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","18:25:05","EARLY NEWS","WCCB","CW","MOM","SITUATION COMEDY","330","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","19:47:48","PRIME ACCESS","WCCB","CW","BLACK-ISH","SITUATION COMEDY","450","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
